city,neighborhood,borough,year,average_rent,median_price,listing_count,sales_count,coverage_score,property_type
Vancouver,Commercial Drive,East Side,2022,2344.0,1048950.0,204,82,0.86,all
Vancouver,Commercial Drive,East Side,2023,2397.0,1079730.0,196,88,0.86,all
Vancouver,Commercial Drive,East Side,2024,2473.0,1118610.0,208,84,0.86,all
Vancouver,Kerrisdale,West Side,2016,2209.0,976790.0,181,74,0.86,all
Vancouver,Kerrisdale,West Side,2017,2268.0,1013650.0,173,79,0.86,all
Vancouver,Kerrisdale,West Side,2018,2354.0,1060210.0,185,75,0.87,all
Vancouver,Kerrisdale,West Side,2019,2413.0,1116470.0,177,81,0.87,all
Vancouver,Kerrisdale,West Side,2020,2499.0,1153330.0,189,77,0.87,all
Vancouver,Kerrisdale,West Side,2021,2559.0,1199890.0,181,82,0.87,all
Vancouver,Kerrisdale,West Side,2022,2644.0,1256150.0,193,78,0.88,all
Vancouver,Kerrisdale,West Side,2023,2704.0,1293010.0,185,84,0.88,all
Vancouver,Kerrisdale,West Side,2024,2790.0,1339570.0,197,80,0.88,all
Vancouver,Marpole,South Vancouver,2016,1908.0,785460.0,171,70,0.82,all
Vancouver,Marpole,South Vancouver,2017,1959.0,815100.0,162,75,0.82,all
Vancouver,Marpole,South Vancouver,2018,2033.0,852540.0,174,71,0.83,all
Vancouver,Marpole,South Vancouver,2019,2084.0,897780.0,166,77,0.83,all
Vancouver,Marpole,South Vancouver,2020,2158.0,927420.0,178,72,0.83,all
Vancouver,Marpole,South Vancouver,2021,2210.0,964860.0,170,78,0.83,all
Vancouver,Marpole,South Vancouver,2022,2284.0,1010100.0,182,74,0.84,all
Vancouver,Marpole,South Vancouver,2023,2335.0,1039740.0,174,80,0.84,all
Vancouver,Marpole,South Vancouver,2024,2409.0,1077180.0,186,75,0.84,all
Vancouver,Renfrew-Collingwood,East Side,2016,1857.0,745180.0,156,66,0.79,all
Vancouver,Renfrew-Collingwood,East Side,2017,1907.0,773300.0,147,71,0.79,all
Vancouver,Renfrew-Collingwood,East Side,2018,1980.0,808820.0,159,67,0.8,all
Vancouver,Renfrew-Collingwood,East Side,2019,2029.0,851740.0,151,73,0.8,all
Vancouver,Renfrew-Collingwood,East Side,2020,2102.0,879860.0,163,68,0.8,all
Vancouver,Renfrew-Collingwood,East Side,2021,2152.0,915380.0,155,74,0.8,all
Vancouver,Renfrew-Collingwood,East Side,2022,2224.0,958300.0,166,70,0.81,all
Vancouver,Renfrew-Collingwood,East Side,2023,2274.0,986420.0,158,75,0.81,all
Vancouver,Renfrew-Collingwood,East Side,2024,2346.0,1021940.0,170,71,0.81,all
Vancouver,South Cambie,West Side,2016,2108.0,906300.0,151,62,0.75,all
Vancouver,South Cambie,West Side,2017,2165.0,940500.0,142,67,0.75,all
Vancouver,South Cambie,West Side,2018,2247.0,983700.0,154,63,0.76,all
Vancouver,South Cambie,West Side,2019,2304.0,1035900.0,146,68,0.76,all
Vancouver,South Cambie,West Side,2020,2386.0,1070100.0,157,64,0.76,all
Vancouver,South Cambie,West Side,2021,2442.0,1113300.0,149,70,0.76,all
Vancouver,South Cambie,West Side,2022,2524.0,1165500.0,161,65,0.77,all
Vancouver,South Cambie,West Side,2023,2581.0,1199700.0,153,71,0.77,all
Vancouver,South Cambie,West Side,2024,2663.0,1242900.0,164,67,0.77,all
